enrollee_id,relevent_experience,experience,company_size,company_type,last_new_job
28530,No relevent experience,7,,Public Sector,2
24655,No relevent experience,5,,,
9423,No relevent experience,>20,50-99,Pvt Ltd,>4
4891,Has relevent experience,12,10/49,Pvt Ltd,1
10302,Has relevent experience,>20,,,2
3172,No relevent experience,2,,,
30710,No relevent experience,9,,,1
25474,Has relevent experience,6,,NGO,2
30995,Has relevent experience,13,,,1
11490,Has relevent experience,10,1000-4999,Pvt Ltd,never
7484,No relevent experience,>20,5000-9999,Pvt Ltd,>4
13786,Has relevent experience,10,<10,Pvt Ltd,1
20753,No relevent experience,4,10000+,Pvt Ltd,1
28554,No relevent experience,6,,,
18549,Has relevent experience,9,10000+,Pvt Ltd,3
26673,Has relevent experience,9,10/49,Pvt Ltd,1
5209,No relevent experience,3,,,1
24674,Has relevent experience,6,10000+,Pvt Ltd,1
13671,Has relevent experience,8,5000-9999,NGO,1
15342,Has relevent experience,10,10000+,,1
5074,No relevent experience,8,,,1
3160,Has relevent experience,>20,,,2
29867,Has relevent experience,11,50-99,Pvt Ltd,1
23728,Has relevent experience,>20,5000-9999,Pvt Ltd,1
27937,No relevent experience,16,10000+,NGO,>4
30706,Has relevent experience,>20,,,>4
27140,No relevent experience,6,,,1
14258,No relevent experience,12,,,1
18877,Has relevent experience,19,,,>4
7006,Has relevent experience,10,100-500,Pvt Ltd,2
27279,Has relevent experience,17,5000-9999,Pvt Ltd,>4
30819,Has relevent experience,14,10000+,Pvt Ltd,>4
23859,Has relevent experience,>20,,Pvt Ltd,2
8261,Has relevent experience,7,500-999,Pvt Ltd,1
17418,No relevent experience,6,10000+,Pvt Ltd,never
31831,Has relevent experience,4,100-500,Pvt Ltd,3
19096,No relevent experience,3,,,never
15202,Has relevent experience,>20,100-500,Funded Startup,4
20508,No relevent experience,11,,,never
22921,Has relevent experience,19,10/49,Pvt Ltd,>4
26149,Has relevent experience,>20,,,1
21647,Has relevent experience,>20,500-999,Pvt Ltd,3
29716,Has relevent experience,12,10/49,Pvt Ltd,1
9786,Has relevent experience,7,50-99,Funded Startup,1
21943,Has relevent experience,15,10/49,Pvt Ltd,3
9637,Has relevent experience,>20,<10,Pvt Ltd,4
31504,Has relevent experience,10,100-500,NGO,1
12026,Has relevent experience,3,,Pvt Ltd,1
3091,Has relevent experience,2,,,1
24786,No relevent experience,1,,,never
2679,Has relevent experience,6,10000+,Pvt Ltd,4
4687,Has relevent experience,16,50-99,Pvt Ltd,1
30170,Has relevent experience,>20,,,1
31047,No relevent experience,6,,,1
6672,Has relevent experience,15,50-99,Funded Startup,1
6936,Has relevent experience,3,10/49,Pvt Ltd,1
3944,No relevent experience,5,,Public Sector,>4
4047,No relevent experience,10,,Pvt Ltd,never
2913,No relevent experience,1,,,never
13154,No relevent experience,4,10/49,Public Sector,3
22444,Has relevent experience,12,<10,Funded Startup,>4
28737,Has relevent experience,12,100-500,NGO,1
32548,Has relevent experience,9,50-99,Pvt Ltd,1
9712,Has relevent experience,5,100-500,Pvt Ltd,1
12337,Has relevent experience,5,50-99,Pvt Ltd,1
21533,Has relevent experience,3,<10,,1
4777,Has relevent experience,9,100-500,NGO,1
25903,Has relevent experience,9,100-500,Pvt Ltd,1
21391,Has relevent experience,>20,,,>4
25616,Has relevent experience,19,<10,Funded Startup,1
2279,Has relevent experience,5,50-99,Pvt Ltd,1
6351,Has relevent experience,11,10000+,Pvt Ltd,1
28941,No relevent experience,15,10000+,Pvt Ltd,2
7750,Has relevent experience,17,100-500,Pvt Ltd,1
24987,Has relevent experience,7,10/49,Early Stage Startup,1
15208,Has relevent experience,15,1000-4999,Pvt Ltd,>4
8542,No relevent experience,3,,,1
17789,Has relevent experience,12,100-500,,1
28314,Has relevent experience,>20,50-99,NGO,>4
23726,Has relevent experience,14,50-99,Pvt Ltd,2
21872,Has relevent experience,8,<10,,1
25281,No relevent experience,>20,50-99,Pvt Ltd,>4
4443,Has relevent experience,6,50-99,Pvt Ltd,2
465,Has relevent experience,7,100-500,Pvt Ltd,4
14044,No relevent experience,2,,,never
4148,Has relevent experience,15,500-999,Pvt Ltd,4
14981,Has relevent experience,19,50-99,Pvt Ltd,>4
11568,Has relevent experience,11,,,1
14004,Has relevent experience,10,,,>4
32144,Has relevent experience,14,,,2
22911,No relevent experience,4,,Public Sector,never
8512,Has relevent experience,>20,50-99,Pvt Ltd,2
6731,Has relevent experience,20,1000-4999,Pvt Ltd,>4
23111,Has relevent experience,>20,50-99,Pvt Ltd,never
15645,No relevent experience,4,100-500,Public Sector,2
1299,Has relevent experience,>20,50-99,Pvt Ltd,>4
25436,Has relevent experience,12,100-500,Pvt Ltd,3
5472,Has relevent experience,16,50-99,Funded Startup,1
4723,Has relevent experience,11,,,>4
17827,No relevent experience,5,,,
26871,Has relevent experience,6,100-500,Pvt Ltd,1
16102,Has relevent experience,3,,,1
670,Has relevent experience,>20,,,1
26900,Has relevent experience,12,500-999,,1
20412,Has relevent experience,4,50-99,Pvt Ltd,3
11054,Has relevent experience,5,50-99,Pvt Ltd,1
27146,No relevent experience,5,10/49,,never
25725,Has relevent experience,6,10000+,Public Sector,1
17980,No relevent experience,<1,,,1
7498,Has relevent experience,9,10000+,Pvt Ltd,4
29616,Has relevent experience,>20,50-99,Pvt Ltd,1
14511,Has relevent experience,5,<10,Pvt Ltd,1
302,Has relevent experience,14,100-500,Pvt Ltd,1
30613,No relevent experience,6,,,1
25207,No relevent experience,6,10000+,Pvt Ltd,>4
7557,Has relevent experience,15,5000-9999,Pvt Ltd,3
7657,Has relevent experience,>20,5000-9999,Pvt Ltd,4
15369,No relevent experience,4,10/49,Pvt Ltd,1
5691,Has relevent experience,2,10000+,Pvt Ltd,1
10775,No relevent experience,10,,,3
16556,Has relevent experience,5,100-500,NGO,1
16805,No relevent experience,>20,5000-9999,NGO,>4
16176,Has relevent experience,19,,,>4
32079,Has relevent experience,5,1000-4999,Pvt Ltd,2
24058,Has relevent experience,8,,,never
4372,Has relevent experience,14,10000+,Pvt Ltd,1
23810,No relevent experience,5,,,1
1618,No relevent experience,3,<10,Early Stage Startup,2
23718,No relevent experience,<1,,,never
1734,Has relevent experience,12,50-99,Pvt Ltd,2
16482,Has relevent experience,2,10000+,Pvt Ltd,2
21280,No relevent experience,<1,<10,Pvt Ltd,1
26280,No relevent experience,>20,5000-9999,Public Sector,>4
31886,No relevent experience,15,1000-4999,Pvt Ltd,>4
29562,Has relevent experience,5,100-500,,1
27984,Has relevent experience,>20,10000+,Pvt Ltd,>4
9165,Has relevent experience,>20,,,>4
8878,No relevent experience,2,100-500,Public Sector,2
28187,Has relevent experience,>20,100-500,Pvt Ltd,>4
26711,Has relevent experience,>20,50-99,Pvt Ltd,>4
21094,No relevent experience,7,,,1
27995,Has relevent experience,>20,50-99,Pvt Ltd,4
31262,Has relevent experience,16,50-99,,1
9372,Has relevent experience,>20,10000+,Pvt Ltd,2
27830,Has relevent experience,6,100-500,Pvt Ltd,1
32922,Has relevent experience,3,10/49,Pvt Ltd,1
30835,Has relevent experience,9,50-99,Pvt Ltd,2
23443,No relevent experience,5,100-500,,>4
5592,Has relevent experience,14,500-999,Public Sector,2
8416,Has relevent experience,15,,,2
11356,Has relevent experience,14,50-99,Pvt Ltd,1
17311,No relevent experience,2,100-500,Pvt Ltd,1
16425,Has relevent experience,14,10000+,,4
30787,Has relevent experience,7,50-99,Funded Startup,1
1520,No relevent experience,8,10/49,NGO,>4
32134,Has relevent experience,16,,,1
6201,Has relevent experience,9,10/49,Funded Startup,2
18635,No relevent experience,7,,,never
29682,Has relevent experience,8,,,2
20993,Has relevent experience,15,<10,Pvt Ltd,2
31102,No relevent experience,5,,,never
16242,Has relevent experience,10,1000-4999,Pvt Ltd,4
21104,Has relevent experience,>20,50-99,Public Sector,1
32091,Has relevent experience,4,10/49,Early Stage Startup,1
3251,Has relevent experience,3,50-99,Pvt Ltd,never
23192,No relevent experience,12,5000-9999,Public Sector,1
24305,Has relevent experience,5,100-500,Pvt Ltd,1
27068,Has relevent experience,>20,1000-4999,Pvt Ltd,1
16483,No relevent experience,1,10000+,Pvt Ltd,
20221,Has relevent experience,>20,10/49,Pvt Ltd,>4
30052,No relevent experience,2,,,1
21577,No relevent experience,1,,,1
11670,Has relevent experience,7,10000+,Pvt Ltd,>4
11344,Has relevent experience,5,500-999,Pvt Ltd,2
8565,Has relevent experience,7,50-99,,1
9017,No relevent experience,5,,,never
18694,Has relevent experience,5,<10,Funded Startup,1
17407,No relevent experience,>20,10000+,Public Sector,>4
18645,No relevent experience,6,<10,Pvt Ltd,1
23757,Has relevent experience,15,,,4
21854,Has relevent experience,16,10/49,Funded Startup,>4
31823,Has relevent experience,4,50-99,Pvt Ltd,2
26372,No relevent experience,3,10/49,Public Sector,1
6764,No relevent experience,1,,,never
16666,Has relevent experience,3,5000-9999,Pvt Ltd,never
18067,Has relevent experience,6,100-500,Pvt Ltd,1
10404,No relevent experience,>20,<10,Pvt Ltd,>4
7899,Has relevent experience,10,100-500,Pvt Ltd,1
8854,Has relevent experience,8,,,1
31335,No relevent experience,8,1000-4999,Public Sector,1
25943,No relevent experience,<1,,,never
15862,Has relevent experience,6,500-999,Pvt Ltd,1
13145,Has relevent experience,10,5000-9999,Pvt Ltd,3
30764,No relevent experience,1,,,never
5910,Has relevent experience,7,<10,Pvt Ltd,never
15050,Has relevent experience,>20,500-999,Pvt Ltd,2
8655,Has relevent experience,13,10000+,Pvt Ltd,>4
10032,No relevent experience,16,10000+,Pvt Ltd,>4
17995,Has relevent experience,8,500-999,Funded Startup,2
9519,No relevent experience,6,,,1
30386,Has relevent experience,9,50-99,Pvt Ltd,1
19806,Has relevent experience,15,<10,Pvt Ltd,>4
32712,Has relevent experience,14,100-500,Pvt Ltd,1
33341,Has relevent experience,6,50-99,Pvt Ltd,1
3721,No relevent experience,3,,,
25523,Has relevent experience,15,10000+,Pvt Ltd,4
29676,Has relevent experience,6,100-500,Funded Startup,1
31039,Has relevent experience,2,10000+,Public Sector,2
14787,No relevent experience,<1,,,1
30133,No relevent experience,3,,,never
27704,Has relevent experience,>20,10/49,Pvt Ltd,never
27604,Has relevent experience,9,500-999,Pvt Ltd,4
17235,No relevent experience,15,,,3
16981,No relevent experience,4,,,3
32132,Has relevent experience,6,500-999,Pvt Ltd,1
11637,Has relevent experience,9,10000+,Pvt Ltd,>4
12277,Has relevent experience,14,10/49,Funded Startup,1
21505,Has relevent experience,18,1000-4999,Pvt Ltd,3
15530,No relevent experience,3,100-500,Public Sector,>4
19502,No relevent experience,2,,,1
781,Has relevent experience,11,10/49,Early Stage Startup,2
9958,Has relevent experience,11,,,4
33293,No relevent experience,3,,,1
7955,No relevent experience,8,,,never
27929,No relevent experience,15,10000+,Pvt Ltd,2
4054,No relevent experience,3,,,never
24241,Has relevent experience,5,1000-4999,,1
8553,Has relevent experience,7,5000-9999,Pvt Ltd,1
5127,Has relevent experience,>20,500-999,Pvt Ltd,>4
8788,No relevent experience,11,,,never
1754,Has relevent experience,20,50-99,Pvt Ltd,2
17754,Has relevent experience,8,<10,Other,1
20873,Has relevent experience,>20,,,>4
11238,Has relevent experience,>20,,,1
8119,Has relevent experience,6,10/49,Pvt Ltd,2
12598,Has relevent experience,12,500-999,Pvt Ltd,3
31046,Has relevent experience,9,<10,Pvt Ltd,>4
29700,No relevent experience,3,,,never
14665,Has relevent experience,2,500-999,Pvt Ltd,2
12589,Has relevent experience,19,,,>4
31030,Has relevent experience,14,50-99,Funded Startup,1
26585,Has relevent experience,5,500-999,Pvt Ltd,1
28646,Has relevent experience,4,,,1
31793,Has relevent experience,14,10000+,Pvt Ltd,1
7939,Has relevent experience,14,100-500,Pvt Ltd,>4
17157,Has relevent experience,19,,,never
6327,Has relevent experience,5,1000-4999,Pvt Ltd,1
6730,Has relevent experience,8,50-99,Public Sector,1
23339,No relevent experience,5,,,1
7994,Has relevent experience,9,5000-9999,Public Sector,1
17641,Has relevent experience,>20,50-99,,>4
17735,No relevent experience,2,,,1
13025,Has relevent experience,>20,,,1
13046,Has relevent experience,>20,,,2
9315,Has relevent experience,19,1000-4999,Pvt Ltd,>4
25212,Has relevent experience,4,10/49,,never
13610,Has relevent experience,6,50-99,Pvt Ltd,1
22167,No relevent experience,8,50-99,Public Sector,3
5187,No relevent experience,>20,10/49,Pvt Ltd,2
17395,Has relevent experience,1,,,1
27507,Has relevent experience,17,<10,Funded Startup,1
4191,Has relevent experience,6,100-500,Pvt Ltd,1
363,Has relevent experience,4,,,never
22163,No relevent experience,4,,,
13399,Has relevent experience,19,10000+,Pvt Ltd,>4
20467,Has relevent experience,3,50-99,NGO,1
19631,Has relevent experience,>20,500-999,Pvt Ltd,>4
1358,Has relevent experience,9,50-99,Funded Startup,1
23008,Has relevent experience,9,5000-9999,Pvt Ltd,1
17185,Has relevent experience,3,,,3
27436,No relevent experience,1,,,1
6127,Has relevent experience,14,,Pvt Ltd,1
21527,Has relevent experience,6,,,>4
28199,Has relevent experience,6,50-99,Pvt Ltd,4
5548,Has relevent experience,7,,,1
13641,Has relevent experience,12,10000+,Public Sector,1
32045,Has relevent experience,6,10000+,Pvt Ltd,4
29361,Has relevent experience,18,10/49,Early Stage Startup,2
28203,No relevent experience,7,,,1
9606,Has relevent experience,>20,50-99,Pvt Ltd,1
15857,Has relevent experience,>20,50-99,Pvt Ltd,>4
17518,Has relevent experience,8,<10,Early Stage Startup,never
15309,Has relevent experience,6,100-500,Public Sector,never
27401,Has relevent experience,15,10000+,Pvt Ltd,2
8947,Has relevent experience,5,50-99,Pvt Ltd,1
30508,No relevent experience,5,,,1
27212,Has relevent experience,>20,50-99,Pvt Ltd,2
12444,No relevent experience,2,<10,Early Stage Startup,2
30609,Has relevent experience,9,50-99,Funded Startup,1
20309,Has relevent experience,10,100-500,,1
1857,Has relevent experience,10,10000+,Pvt Ltd,1
20483,No relevent experience,3,,,never
30922,Has relevent experience,8,50-99,Pvt Ltd,2
23310,Has relevent experience,17,10000+,Pvt Ltd,3
12396,Has relevent experience,<1,100-500,Pvt Ltd,1
16008,No relevent experience,<1,,,never
12389,Has relevent experience,1,,,1
10860,No relevent experience,5,,,never
29002,Has relevent experience,7,50-99,Pvt Ltd,never
22034,Has relevent experience,8,50-99,Funded Startup,1
23291,Has relevent experience,16,100-500,Funded Startup,1
9741,Has relevent experience,12,,,>4
6364,No relevent experience,>20,,,2
17152,Has relevent experience,8,10000+,Pvt Ltd,2
480,Has relevent experience,15,10000+,Pvt Ltd,2
22830,Has relevent experience,9,100-500,Pvt Ltd,4
22597,No relevent experience,3,10000+,,1
950,Has relevent experience,>20,10000+,Pvt Ltd,never
6090,Has relevent experience,19,50-99,Pvt Ltd,>4
10676,Has relevent experience,>20,500-999,Pvt Ltd,>4
20779,Has relevent experience,15,,,1
31561,Has relevent experience,17,50-99,Pvt Ltd,1
3485,Has relevent experience,2,100-500,Pvt Ltd,2
31916,Has relevent experience,5,100-500,Pvt Ltd,2
4533,Has relevent experience,7,100-500,Pvt Ltd,1
10440,Has relevent experience,>20,500-999,Pvt Ltd,>4
6663,Has relevent experience,3,<10,Pvt Ltd,1
7445,Has relevent experience,7,<10,Funded Startup,1
26445,No relevent experience,<1,100-500,Pvt Ltd,1
5438,Has relevent experience,>20,10/49,Pvt Ltd,>4
19898,No relevent experience,17,1000-4999,NGO,1
14096,Has relevent experience,9,10000+,Pvt Ltd,>4
30186,No relevent experience,5,,,>4
8665,Has relevent experience,>20,,,2
19606,Has relevent experience,7,5000-9999,Pvt Ltd,1
30976,Has relevent experience,4,100-500,Funded Startup,2
24944,Has relevent experience,2,10000+,Pvt Ltd,never
32570,No relevent experience,5,,,1
11745,No relevent experience,7,500-999,Public Sector,never
4206,No relevent experience,15,,Pvt Ltd,never
24037,Has relevent experience,17,<10,Pvt Ltd,4
18195,Has relevent experience,10,100-500,Pvt Ltd,3
31587,Has relevent experience,13,50-99,Funded Startup,1
7533,Has relevent experience,6,50-99,Funded Startup,1
16861,No relevent experience,3,,,never
6640,Has relevent experience,15,50-99,Pvt Ltd,3
21586,No relevent experience,1,,,1
1842,Has relevent experience,4,10000+,Pvt Ltd,1
1884,Has relevent experience,7,500-999,Pvt Ltd,2
11181,No relevent experience,4,,,1
2928,Has relevent experience,15,100-500,Pvt Ltd,1
10586,Has relevent experience,9,10000+,Pvt Ltd,4
28944,No relevent experience,6,,,>4
30010,Has relevent experience,17,100-500,Pvt Ltd,2
21617,No relevent experience,,,,never
9565,Has relevent experience,17,50-99,Pvt Ltd,3
32829,Has relevent experience,>20,50-99,Pvt Ltd,2
17509,Has relevent experience,5,100-500,,2
24917,Has relevent experience,3,<10,Pvt Ltd,1
16264,Has relevent experience,18,500-999,Pvt Ltd,>4
21259,No relevent experience,1,50-99,NGO,1
32705,Has relevent experience,4,10/49,Public Sector,2
30143,No relevent experience,4,,,1
11360,Has relevent experience,10,100-500,Pvt Ltd,1
17321,No relevent experience,8,,,1
31544,Has relevent experience,9,50-99,Pvt Ltd,1
30213,No relevent experience,,,,never
30005,Has relevent experience,10,,,>4
23626,Has relevent experience,6,<10,Pvt Ltd,1
18849,Has relevent experience,4,5000-9999,Pvt Ltd,1
27874,Has relevent experience,3,100-500,Pvt Ltd,
19475,Has relevent experience,14,<10,Pvt Ltd,2
3632,No relevent experience,11,,,1
19442,Has relevent experience,5,,,4
29614,Has relevent experience,14,10/49,Funded Startup,1
31437,Has relevent experience,12,<10,Pvt Ltd,4
7966,Has relevent experience,1,10/49,Pvt Ltd,1
30269,Has relevent experience,6,,,1
13164,Has relevent experience,16,100-500,Pvt Ltd,2
20697,Has relevent experience,4,10/49,Funded Startup,1
1888,Has relevent experience,13,5000-9999,Pvt Ltd,>4
22345,Has relevent experience,>20,50-99,Pvt Ltd,>4
9594,Has relevent experience,>20,,,1
11442,No relevent experience,>20,100-500,Pvt Ltd,2
22663,Has relevent experience,<1,10/49,Funded Startup,1
16181,Has relevent experience,11,,,4
20139,No relevent experience,5,10000+,Pvt Ltd,1
31512,Has relevent experience,12,10000+,Pvt Ltd,2
1139,Has relevent experience,10,100-500,Pvt Ltd,2
26759,Has relevent experience,<1,<10,Other,1
25538,No relevent experience,5,,,never
29899,Has relevent experience,<1,1000-4999,Pvt Ltd,1
17312,Has relevent experience,16,10000+,Pvt Ltd,2
23837,Has relevent experience,15,500-999,Pvt Ltd,>4
13321,Has relevent experience,16,100-500,Pvt Ltd,>4
2524,Has relevent experience,5,<10,,1
13125,Has relevent experience,12,<10,Pvt Ltd,>4
19253,Has relevent experience,4,10000+,Pvt Ltd,1
25581,Has relevent experience,>20,1000-4999,Pvt Ltd,>4
22752,Has relevent experience,4,10/49,Funded Startup,2
